id,rda_profile_id,nutrient_name,value,unit
510,17,fluoride,3.0,mg
1005,18,protein_max_percent,35.0,percent
901,18,pantothenic_acid,5.0,mg
849,18,omega_6_min_percent,5.0,percent
1031,18,protein_min_percent,10.0,percent
329,18,copper,900.0,μg
355,18,vit_d,15.0,μg
303,18,chromium,25.0,μg
927,18,phosphorus,700.0,mg
225,18,chlorine,2300.0,g
979,18,total_protein,46.0,g
381,18,vit_e,15.0,mg
277,18,choline,425.0,mg
251,18,cholesterol,300.0,mg
875,18,niacin,14.0,mg
459,18,fat_min_percent,20.0,percent
407,18,total_fat,78.0,g
953,18,potassium,2600.0,mg
563,18,iodine,150.0,μg
95,18,vit_c,75.0,mg
147,18,carbohydrate_total,130.0,g
1213,18,trans_fat,0.0,g
771,18,omega_3_min_percent,0.6,percent
69,18,biotin,30.0,μg
485,18,total_dietary_fibre,25.0,g
1109,18,total_saturated_fat,20.0,g
693,18,molybdenum,45.0,μg
1187,18,thiamin,1.1,mg
121,18,calcium,1000.0,mg
537,18,folate,400.0,μg
745,18,omega_3_max_percent,1.2,percent
511,18,fluoride,3.0,mg
719,18,omega_3,1.1,g
1161,18,sodium,1500.0,mg
1057,18,vit_a,700.0,μg
1135,18,selenium,55.0,μg
797,18,omega_6,12.0,g
667,18,manganese,1.8,mg
173,18,carbohydrate_max_percent,65.0,percent
823,18,omega_6_max_percent,10.0,percent
1083,18,riboflavin,1.1,mg
433,18,fat_max_percent,35.0,percent
589,18,iron,18.0,mg
641,18,magnesium,320.0,mg
199,18,carbohydrate_min_percent,45.0,percent
17,18,b12,2.4,μg
615,18,vit_k,90.0,μg
1239,18,water,2.7,L
43,18,b6,1.3,mg
1265,18,zinc,8.0,mg
1266,19,zinc,8.0,mg
1188,19,thiamin,1.1,mg
616,19,vit_k,90.0,μg
720,19,omega_3,1.1,g
18,19,b12,2.4,μg
590,19,iron,8.0,mg
252,19,cholesterol,300.0,mg
980,19,total_protein,46.0,g
304,19,chromium,20.0,μg
70,19,biotin,30.0,μg
694,19,molybdenum,45.0,μg
44,19,b6,1.5,mg
538,19,folate,400.0,μg
278,19,choline,425.0,mg
1214,19,trans_fat,0.0,g
668,19,manganese,1.8,mg
928,19,phosphorus,700.0,mg
642,19,magnesium,320.0,mg
1240,19,water,2.7,L
564,19,iodine,150.0,μg
330,19,copper,900.0,μg
96,19,vit_c,75.0,mg
954,19,potassium,2600.0,mg
902,19,pantothenic_acid,5.0,mg
1084,19,riboflavin,1.1,mg
1032,19,protein_min_percent,10.0,percent
174,19,carbohydrate_max_percent,65.0,percent
798,19,omega_6,11.0,g
460,19,fat_min_percent,20.0,percent
1110,19,total_saturated_fat,20.0,g
876,19,niacin,14.0,mg
824,19,omega_6_max_percent,10.0,percent
148,19,carbohydrate_total,130.0,g
772,19,omega_3_min_percent,0.6,percent
226,19,chlorine,2000.0,g
434,19,fat_max_percent,35.0,percent
486,19,total_dietary_fibre,21.0,g
382,19,vit_e,15.0,mg
1006,19,protein_max_percent,35.0,percent
356,19,vit_d,15.0,μg
200,19,carbohydrate_min_percent,45.0,percent
1058,19,vit_a,700.0,μg
1162,19,sodium,1500.0,mg
512,19,fluoride,3.0,mg
746,19,omega_3_max_percent,1.2,percent
1136,19,selenium,55.0,μg
850,19,omega_6_min_percent,5.0,percent
408,19,total_fat,78.0,g
122,19,calcium,1200.0,mg
201,20,carbohydrate_min_percent,45.0,percent
279,20,choline,425.0,mg
19,20,b12,2.4,μg
955,20,potassium,2600.0,mg
1033,20,protein_min_percent,10.0,percent
1059,20,vit_a,700.0,μg
1267,20,zinc,8.0,mg
175,20,carbohydrate_max_percent,65.0,percent
1111,20,total_saturated_fat,20.0,g
1085,20,riboflavin,1.1,mg
97,20,vit_c,75.0,mg
149,20,carbohydrate_total,130.0,g
45,20,b6,1.5,mg
1215,20,trans_fat,0.0,g
227,20,chlorine,1800.0,g
1007,20,protein_max_percent,35.0,percent
981,20,total_protein,46.0,g
71,20,biotin,30.0,μg
1189,20,thiamin,1.1,mg
1137,20,selenium,55.0,μg
253,20,cholesterol,300.0,mg
123,20,calcium,1200.0,mg
1241,20,water,2.7,L
1163,20,sodium,1500.0,mg
305,20,chromium,20.0,μg
877,20,niacin,14.0,mg
747,20,omega_3_max_percent,1.2,percent
669,20,manganese,1.8,mg
539,20,folate,400.0,μg
383,20,vit_e,15.0,mg
487,20,total_dietary_fibre,21.0,g
721,20,omega_3,1.1,g
591,20,iron,8.0,mg
409,20,total_fat,78.0,g
825,20,omega_6_max_percent,10.0,percent
773,20,omega_3_min_percent,0.6,percent
435,20,fat_max_percent,35.0,percent
851,20,omega_6_min_percent,5.0,percent
643,20,magnesium,320.0,mg
565,20,iodine,150.0,μg
513,20,fluoride,3.0,mg
903,20,pantothenic_acid,5.0,mg
617,20,vit_k,90.0,μg
357,20,vit_d,20.0,μg
461,20,fat_min_percent,20.0,percent
695,20,molybdenum,45.0,μg
799,20,omega_6,11.0,g
331,20,copper,900.0,μg
929,20,phosphorus,700.0,mg
956,21,potassium,2600.0,mg
1034,21,protein_min_percent,10.0,percent
384,21,vit_e,15.0,mg
150,21,carbohydrate_total,175.0,g
1190,21,thiamin,1.4,mg
228,21,chlorine,2300.0,g
72,21,biotin,30.0,μg
696,21,molybdenum,50.0,μg
514,21,fluoride,3.0,mg
722,21,omega_3,1.4,g
410,21,total_fat,78.0,g
202,21,carbohydrate_min_percent,45.0,percent
800,21,omega_6,13.0,g
462,21,fat_min_percent,25.0,percent
1112,21,total_saturated_fat,20.0,g
306,21,chromium,29.0,μg
774,21,omega_3_min_percent,0.6,percent
1086,21,riboflavin,1.4,mg
436,21,fat_max_percent,35.0,percent
98,21,vit_c,80.0,mg
826,21,omega_6_max_percent,10.0,percent
1138,21,selenium,60.0,μg
124,21,calcium,1300.0,mg
748,21,omega_3_max_percent,1.2,percent
488,21,total_dietary_fibre,28.0,g
1060,21,vit_a,750.0,μg
852,21,omega_6_min_percent,5.0,percent
1164,21,sodium,1500.0,mg
176,21,carbohydrate_max_percent,65.0,percent
540,21,folate,600.0,μg
878,21,niacin,18.0,mg
644,21,magnesium,400.0,mg
20,21,b12,2.6,μg
254,21,cholesterol,300.0,mg
46,21,b6,1.9,mg
1242,21,water,3.0,L
592,21,iron,27.0,mg
280,21,choline,450.0,mg
566,21,iodine,220.0,μg
1216,21,trans_fat,0.0,g
618,21,vit_k,75.0,μg
930,21,phosphorus,1250.0,mg
904,21,pantothenic_acid,6.0,mg
358,21,vit_d,15.0,μg
1008,21,protein_max_percent,30.0,percent
332,21,copper,1000.0,μg
1268,21,zinc,12.0,mg
982,21,total_protein,71.0,g
670,21,manganese,2.0,mg
1061,22,vit_a,770.0,μg
1139,22,selenium,60.0,μg
931,22,phosphorus,700.0,mg
1243,22,water,3.0,L
411,22,total_fat,78.0,g
749,22,omega_3_max_percent,1.2,percent
983,22,total_protein,71.0,g
489,22,total_dietary_fibre,28.0,g
21,22,b12,2.6,μg
671,22,manganese,2.0,mg
177,22,carbohydrate_max_percent,65.0,percent
463,22,fat_min_percent,20.0,percent
281,22,choline,450.0,mg
593,22,iron,27.0,mg
1087,22,riboflavin,1.4,mg
619,22,vit_k,90.0,μg
775,22,omega_3_min_percent,0.6,percent
437,22,fat_max_percent,35.0,percent
1113,22,total_saturated_fat,20.0,g
307,22,chromium,30.0,μg
1269,22,zinc,11.0,mg
801,22,omega_6,13.0,g
957,22,potassium,2900.0,mg
125,22,calcium,1000.0,mg
827,22,omega_6_max_percent,10.0,percent
151,22,carbohydrate_total,175.0,g
47,22,b6,1.9,mg
879,22,niacin,18.0,mg
1191,22,thiamin,1.4,mg
697,22,molybdenum,50.0,μg
853,22,omega_6_min_percent,5.0,percent
1035,22,protein_min_percent,10.0,percent
229,22,chlorine,2300.0,g
73,22,biotin,30.0,μg
515,22,fluoride,3.0,mg
905,22,pantothenic_acid,6.0,mg
255,22,cholesterol,300.0,mg
1217,22,trans_fat,0.0,g
541,22,folate,600.0,μg
1009,22,protein_max_percent,35.0,percent
385,22,vit_e,15.0,mg
645,22,magnesium,350.0,mg
333,22,copper,1000.0,μg
203,22,carbohydrate_min_percent,45.0,percent
359,22,vit_d,15.0,μg
1165,22,sodium,1500.0,mg
723,22,omega_3,1.4,g
567,22,iodine,220.0,μg
99,22,vit_c,85.0,mg
438,23,fat_max_percent,35.0,percent
776,23,omega_3_min_percent,0.6,percent
1270,23,zinc,11.0,mg
542,23,folate,600.0,μg
74,23,biotin,30.0,μg
1192,23,thiamin,1.4,mg
672,23,manganese,2.0,mg
620,23,vit_k,90.0,μg
724,23,omega_3,1.4,g
1218,23,trans_fat,0.0,g
126,23,calcium,1000.0,mg
48,23,b6,1.9,mg
698,23,molybdenum,50.0,μg
516,23,fluoride,3.0,mg
464,23,fat_min_percent,20.0,percent
22,23,b12,2.6,μg
1140,23,selenium,60.0,μg
1244,23,water,3.0,L
750,23,omega_3_max_percent,1.2,percent
568,23,iodine,220.0,μg
646,23,magnesium,360.0,mg
1166,23,sodium,1500.0,mg
490,23,total_dietary_fibre,28.0,g
594,23,iron,27.0,mg
100,23,vit_c,85.0,mg
1114,23,total_saturated_fat,20.0,g
1036,23,protein_min_percent,10.0,percent
230,23,chlorine,2300.0,g
1010,23,protein_max_percent,35.0,percent
906,23,pantothenic_acid,6.0,mg
854,23,omega_6_min_percent,5.0,percent
178,23,carbohydrate_max_percent,65.0,percent
256,23,cholesterol,300.0,mg
880,23,niacin,18.0,mg
152,23,carbohydrate_total,175.0,g
1088,23,riboflavin,1.4,mg
412,23,total_fat,78.0,g
334,23,copper,1000.0,μg
828,23,omega_6_max_percent,10.0,percent
984,23,total_protein,71.0,g
360,23,vit_d,15.0,μg
1062,23,vit_a,770.0,μg
386,23,vit_e,15.0,mg
282,23,choline,450.0,mg
958,23,potassium,2900.0,mg
204,23,carbohydrate_min_percent,45.0,percent
802,23,omega_6,13.0,g
932,23,phosphorus,700.0,mg
308,23,chromium,30.0,μg
517,24,fluoride,3.0,mg
231,24,chlorine,2300.0,g
855,24,omega_6_min_percent,5.0,percent
881,24,niacin,17.0,mg
1193,24,thiamin,1.4,mg
1167,24,sodium,1500.0,mg
387,24,vit_e,19.0,mg
699,24,molybdenum,50.0,μg
1037,24,protein_min_percent,10.0,percent
205,24,carbohydrate_min_percent,45.0,percent
75,24,biotin,35.0,μg
907,24,pantothenic_acid,7.0,mg
543,24,folate,500.0,μg
1271,24,zinc,13.0,mg
959,24,potassium,2500.0,mg
621,24,vit_k,75.0,μg
595,24,iron,10.0,mg
283,24,choline,550.0,mg
309,24,chromium,44.0,μg
23,24,b12,2.8,μg
1245,24,water,3.8,L
361,24,vit_d,15.0,μg
933,24,phosphorus,1250.0,mg
647,24,magnesium,360.0,mg
569,24,iodine,290.0,μg
335,24,copper,1300.0,μg
257,24,cholesterol,300.0,mg
49,24,b6,2.0,mg
1219,24,trans_fat,0.0,g
1011,24,protein_max_percent,30.0,percent
673,24,manganese,2.6,mg
985,24,total_protein,71.0,g
725,24,omega_3,1.3,g
153,24,carbohydrate_total,210.0,g
179,24,carbohydrate_max_percent,65.0,percent
1115,24,total_saturated_fat,20.0,g
413,24,total_fat,78.0,g
1089,24,riboflavin,1.6,mg
1141,24,selenium,70.0,μg
803,24,omega_6,13.0,g
829,24,omega_6_max_percent,10.0,percent
127,24,calcium,1300.0,mg
465,24,fat_min_percent,25.0,percent
777,24,omega_3_min_percent,0.6,percent
101,24,vit_c,115.0,mg
491,24,total_dietary_fibre,29.0,g
439,24,fat_max_percent,35.0,percent
751,24,omega_3_max_percent,1.2,percent
1063,24,vit_a,1200.0,μg
414,25,total_fat,78.0,g
128,25,calcium,1000.0,mg
258,25,cholesterol,300.0,mg
908,25,pantothenic_acid,7.0,mg
1220,25,trans_fat,0.0,g
466,25,fat_min_percent,20.0,percent
1012,25,protein_max_percent,35.0,percent
180,25,carbohydrate_max_percent,65.0,percent
674,25,manganese,2.6,mg
336,25,copper,1300.0,μg
570,25,iodine,290.0,μg
986,25,total_protein,71.0,g
1090,25,riboflavin,1.6,mg
154,25,carbohydrate_total,210.0,g
960,25,potassium,2800.0,mg
440,25,fat_max_percent,35.0,percent
284,25,choline,550.0,mg
622,25,vit_k,90.0,μg
596,25,iron,9.0,mg
804,25,omega_6,13.0,g
310,25,chromium,45.0,μg
1272,25,zinc,12.0,mg
934,25,phosphorus,700.0,mg
24,25,b12,2.8,μg
1246,25,water,3.8,L
1116,25,total_saturated_fat,20.0,g
778,25,omega_3_min_percent,0.6,percent
50,25,b6,2.0,mg
648,25,magnesium,310.0,mg
544,25,folate,500.0,μg
726,25,omega_3,1.3,g
518,25,fluoride,3.0,mg
1064,25,vit_a,1300.0,μg
1038,25,protein_min_percent,10.0,percent
700,25,molybdenum,50.0,μg
856,25,omega_6_min_percent,5.0,percent
830,25,omega_6_max_percent,10.0,percent
206,25,carbohydrate_min_percent,45.0,percent
76,25,biotin,35.0,μg
1142,25,selenium,70.0,μg
1194,25,thiamin,1.4,mg
1168,25,sodium,1500.0,mg
882,25,niacin,17.0,mg
232,25,chlorine,2300.0,g
102,25,vit_c,120.0,mg
362,25,vit_d,15.0,μg
388,25,vit_e,19.0,mg
752,25,omega_3_max_percent,1.2,percent
492,25,total_dietary_fibre,29.0,g
441,26,fat_max_percent,35.0,percent
493,26,total_dietary_fibre,29.0,g
1247,26,water,3.8,L
155,26,carbohydrate_total,210.0,g
1039,26,protein_min_percent,10.0,percent
389,26,vit_e,19.0,mg
935,26,phosphorus,700.0,mg
311,26,chromium,45.0,μg
1091,26,riboflavin,1.6,mg
857,26,omega_6_min_percent,5.0,percent
285,26,choline,550.0,mg
805,26,omega_6,13.0,g
207,26,carbohydrate_min_percent,45.0,percent
961,26,potassium,2800.0,mg
597,26,iron,9.0,mg
623,26,vit_k,90.0,μg
1169,26,sodium,1500.0,mg
103,26,vit_c,120.0,mg
77,26,biotin,35.0,μg
51,26,b6,2.0,mg
779,26,omega_3_min_percent,0.6,percent
1013,26,protein_max_percent,35.0,percent
545,26,folate,500.0,μg
675,26,manganese,2.6,mg
181,26,carbohydrate_max_percent,65.0,percent
467,26,fat_min_percent,20.0,percent
233,26,chlorine,2300.0,g
727,26,omega_3,1.3,g
883,26,niacin,17.0,mg
1195,26,thiamin,1.4,mg
1221,26,trans_fat,0.0,g
909,26,pantothenic_acid,7.0,mg
337,26,copper,1300.0,μg
1117,26,total_saturated_fat,20.0,g
1143,26,selenium,70.0,μg
259,26,cholesterol,300.0,mg
363,26,vit_d,15.0,μg
415,26,total_fat,78.0,g
831,26,omega_6_max_percent,10.0,percent
571,26,iodine,290.0,μg
25,26,b12,2.8,μg
649,26,magnesium,320.0,mg
701,26,molybdenum,50.0,μg
519,26,fluoride,3.0,mg
987,26,total_protein,71.0,g
753,26,omega_3_max_percent,1.2,percent
1065,26,vit_a,1300.0,μg
129,26,calcium,1000.0,mg
1273,26,zinc,12.0,mg
